"WEO.Country.Code","Assets","Direct.investment","Portfolio.investment","Financial.derivatives.(other.than.reserves).and.employee.stock.options","Other.investment","Reserve.assets","Liabilities","Direct.investment","Portfolio.investment","Financial.derivatives.(other.than.reserves).and.employee.stock.options","Other.investment","Net.international.investment.position"
866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
369,24279.5626371616,752.3355,9336.011,0.214,4725.2224,9465.77973716164,19543.6232285129,9584.241,4391.6325,1.939,5565.81072851288,4735.93940864876
744,7742.46718949479,461.498995254179,51.3061695668904,NA,1275.89892684595,5953.76309782777,60302.9530631872,28939.8862713241,2017.57236307666,NA,29345.4944287864,-52560.4858736924
186,215206.308269975,39463,1284,NA,68348,106111.308269975,584644.425331221,145921.008972636,143395.167885628,NA,295328.248472955,-369438.117061246
925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746,5527.44635207959,80.8067088546823,647.879097250826,0.616801459068098,1781.61052745739,3016.53321705762,19689.2236462043,11192.8195376004,1001.15512696904,1.96309060814272,7493.28589102671,-14161.7772941247
926,124215.874765315,7942,96,NA,100639,15538.8747653152,151386.388345732,42552,28778,NA,80056.3883457323,-27170.5135804171
112,13490318.5808708,1925355.265,3025964.7668,3259951.2672,5144404.8426,134642.439270762,13549348.2371434,1908905.0306,3817956.455,3207614.8686,4614871.88294337,-59029.656272607
111,24060585.7386285,7421871,10011368,2220453,3999671,407222.738628449,32242175.9291873,7596124,17359979,2162275,5123797.92918734,-8181591.19055889
298,55994.5988538053,19793.5915247741,11316.6874342296,114.030318149313,11298.5752195428,13471.7143571096,71739.2566250467,44165.7944458716,13492.9866991637,6.76909713701431,14073.7063828746,-15744.6577712414
846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299,239522.514979091,32708,4317,NA,191503,10994.5149790907,132536.975171783,30176,24759,NA,77601.9751717831,106985.539807308
582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,6107,406,1112,NA,4276,313,4934,2666,658,NA,1610,1173
473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
