"WEO.Country.Code","Assets","Direct.investment","Portfolio.investment","Financial.derivatives.(other.than.reserves).and.employee.stock.options","Other.investment","Reserve.assets","Liabilities","Direct.investment","Portfolio.investment","Financial.derivatives.(other.than.reserves).and.employee.stock.options","Other.investment","Net.international.investment.position"
233,162105.743199856,51817.142013425,39279.7177295987,604.885786533356,24218.6014167304,46185.396253568,297260.793009921,164499.62016815,74959.7070756122,73.6619323194027,57727.80383384,-135155.049810066
632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
636,8246.95913614213,3722.36093148571,45.9036843629757,NA,3750.28940043666,728.405119856791,27533.7532899384,20862.4219147398,587.786057918802,NA,6083.54531727981,-19286.7941537963
634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,27639.1421603404,5959.10423707459,3327.15269168115,-33.4547111045562,10812.5591563843,7573.78078630495,55701.7987222067,36625.3615925939,8601.14780509819,-5.79915828958226,10481.0884828041,-28062.6565618663
662,21317.78478042,145.957843322392,566.324202187055,NA,16458.8714926195,4146.63124229106,20493.3472464345,7151.3617804576,3637.09074319148,NA,9704.89472278542,824.437533985547
960,32629.7155375195,5413.09969009014,3843.04410272893,2215.93362996294,6913.40602879026,14244.3715844446,66796.385689531,28099.6008111001,11845.7938971081,70.0282456557378,26781.1022341644,-34166.6701520114
354,12087.3893854749,749.793296089386,9162.7687150838,NA,722.456983240223,1452.37039106145,4954.25698324022,1583.72960893855,1381.68268156425,NA,1988.84469273743,7133.13240223464
355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
423,280295.972905087,205246.717087619,15605.9885786879,2176.28144649317,56449.6567334042,817.329058883588,304272.476133787,208382.735803732,18176.5544384138,1896.28109405647,75816.9047975846,-23976.5032286993
935,207687.951622447,43428.9948905964,29386.4425289598,2727.87550216467,46415.1487967549,85729.4509008894,257732.610641052,145857.326728812,52654.7837279145,3006.35750224268,56214.1426820829,-50044.6590186052
934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,991908.941940493,254913.65131579,416238.373411978,74270.9278584392,182880.983439201,63605.0059150845,830062.860714468,165041.685571688,423205.110027223,68655.8529945553,173160.070333343,161846.081226025
611,1924.84841269767,NA,NA,NA,1526.67679495836,398.171617739313,3131.53266360335,1197.72676119739,NA,NA,1933.80590240596,-1206.68425090568
321,639.032893479526,2.68206811111111,93.2310660148148,0,321.213363823395,221.906395530203,797.238575471515,329.424591796789,45.4144825851852,0,422.399501089541,-158.20568199199
243,14923.9466229356,867.1,324.2,NA,7685.28,6047.3666229356,60735.781309314,33819.96,13196.93,NA,13718.891309314,-45811.8346863785
309,6345.1461532357,532.362738510889,941.925251451137,0,3125.28889249853,1745.56927077513,12080.3723854996,6083.47748968207,1652.04300822869,0,4344.85188758883,-5735.22623226388
248,44211.3774749691,NA,3709.91328051,NA,36242.61119207,4258.8530023891,57425.2556762831,16646.1657916754,6552.84050893713,NA,34226.2493756706,-13213.878201314
469,48959.4532362857,7227,1330.6,NA,16783.8,23618.0532362857,175318.713789718,102324,5711.1,NA,67283.6137897178,-126359.260553432
253,9258.39709515708,1132.66628505,673.48552263,0,4213.91548619016,3238.32980128692,25192.8494110179,10177.610579762,4776.15568634,0,10239.0831449158,-15934.4523158608
642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
939,31140.2673679621,9295.201374,9741.4693664,28.5481903,11722.5248785,352.52250466212,40026.7736741335,22586.443143,2254.5691637,98.7333306,15087.0269827335,-8886.50630617141
734,2722.60136712989,73.4349867915773,1147.97619393414,NA,935.066240502315,566.123945901845,1495.60728362153,847.574938817417,7.91107638450943,NA,640.121268419605,1226.99408350835
644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,27941663.5403142,11757106.7372,8324167.6163,1909688.7257,5204904.4111,745797.104114192,28748123.3140441,9485650.8915,11269928.0697,1974715.1006,6017830.30634412,-806459.773729923
816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
819,1671.66608003474,95.9669468050143,93.3377153856989,NA,567.538382083666,914.823035760357,5297.64954049244,4072.00009390112,90.9432367716794,NA,1134.70620981964,-3625.9834604577
172,741448.290963166,152597.8406,334240.3526,94400.9796,149259.5059,10949.6122631657,733995.153744354,122221.8409,332231.238,91097.4302,188444.644644354,7452.08311881199
132,7081772.01491447,1643327.1426,2530414.4845,837665.8634,1923594.4129,146770.111514466,7431938.90034337,1068553.8192,3329862.8983,886631.9707,2146890.21214337,-350166.885428903
887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915,7992.52756888787,2233.24875791,199.50896769,0.132441140000003,2803.25399265,2756.38340949787,28045.7012538544,14702.61445562,1992.11983401,4.52520948,11346.4417547444,-20053.1736849665
134,8709663.61964719,1969600.6074,2976786.8328,644982.708,2933006.8975,185286.573947194,7020453.01580238,1399993.4281,2752046.3882,676180.9057,2192232.29380238,1689210.60384481
652,8894.03143655421,631.17,27.32,NA,2529.54,5706.00143655421,34572.8328391784,17712.2,254.35,NA,16606.2828391784,-25678.8014026242
174,241679.148248711,22365.8938,130920.2741,1131.1958199,80369.2909334628,6892.4935953478,498111.035631495,28975.1008,47260.5735,8681.8869923,413193.474339195,-256431.887382784
328,750.66455144974,56.1424887777778,160.411252881217,0,326.41709079159,207.693718999154,2039.02401861886,889.530665411919,242.221511251482,0,907.271841955458,-1288.35946716912
258,19435.7390124741,812.1612,438.8852,NA,9029.1112,9155.58141247413,34762.184588663,14603.3584,4148.0591,NA,16010.767088663,-15326.4456761889
656,1453.00112983736,2.79273350293851,1.01238956307554,NA,857.227877367431,591.968129403913,2482.55763862443,1562.04855542409,15.4962899008609,NA,905.012793299486,-1029.55650878708
654,357.59354302332,22.7197,47.741,NA,61.0112,226.12164302332,497.61656071181,123.66919,27.9,NA,346.04737071181,-140.02301768849
336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,3030.61471049771,NA,NA,NA,1060.41,1970.20471049771,4076.26286038017,1370.11,NA,NA,2706.15286038017,-1045.64814988246
268,8478.51885611865,1983.1187093233,334.170179882925,0,2347.25922838518,3813.97073852724,22855.439123551,13843.7772521808,1277.21415109625,0,7734.44772027392,-14376.9202674323
944,342575.474638048,269509.91091407,10259.5087805503,5297.87520669413,31684.1638895554,25824.0158471767,413185.937098928,314685.441675081,52105.2813186663,1902.63843763152,44492.57566755,-70610.4624608831
176,34976.1778623659,14179.586952668,8315.78971061868,62.3205511168233,5188.09198930154,7230.38865866089,34314.4306608782,17962.3027831945,10904.7880115228,91.7460681616735,5355.59379799924,661.74720148775
534,543110.871621708,144085.582012723,2134.1467358402,NA,37341.4213139565,359549.721559189,910602.447528701,318487.037251444,221100.908944158,NA,371014.501333099,-367491.575906993
536,300541.321329845,70277.9862471126,13372.0685630797,114.395347712638,100407.251666083,116369.619505857,634323.136645663,261003.157888885,227037.053491947,134.000259866925,146148.925004964,-333781.815315818
429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,5151623.36162262,1404163.4477,2469931.2806,188576.3818,1085373.0388,3579.21272262072,5670930.98521756,1410983.4747,3103367.3772,173923.3377,982656.795617557,-519307.623594936
436,378722.188748478,98112,119229,-565.2,63516.1,98430.2887484784,269776.561684333,107295,111162.5,NA,51319.0616843325,108945.627064146
136,2690247.32131619,585186.7773,1357417.275,96637.7798,514961.5812,136042.853916191,2866434.93888294,463421.3617,1327044.4376,155571.4567,920397.682882939,-176188.671666748
343,8710.97159251339,532.638716504516,2910.67210744153,18.0161648555294,1958.17799097838,3291.46661273343,29848.0818529682,15098.8881600898,6301.21881186816,17.9740302959,8430.00085071428,-21137.1102604548
158,8444118.4863924,1360318.16681949,3779292.03230839,372010.791581456,1712079.21704557,1220418.2786375,5564875.2145813,241710.972124581,2784362.44975204,389305.550513699,2149496.24219097,2879243.2718111
439,26099.0648311439,612.535211267606,650.985915492958,NA,9317.32394366197,15518.2197607214,63993.954452321,32162.5125228149,10632.5352112676,NA,21198.9067182384,-37894.8896211771
916,172953.993791117,38121.84222876,63463.0785708245,84.0140857599999,41752.9015875054,29532.1573182666,218527.032145035,157745.052763622,19806.0176776149,236.672,40739.2897037976,-45573.0383539177
664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
826,571.675678847869,1.6326229877064,82.4361983802002,NA,128.239078941249,359.367778538713,45.5300073958193,12.4817586913937,NA,NA,33.0482487044257,526.145671452049
542,1244472.44034465,310217.6,303028.6,22219.6,237904,371102.640344652,966596.26784798,188877,573583.9,32797.2,171338.16784798,277876.172496672
967,4793.74064401525,275.278597245791,1886.12087332704,0,1994.54367163467,637.797501807745,4878.94958555306,3589.62489723486,0,0,1289.32468831819,-85.2089415378023
443,185465.439438278,30280.6822048016,18249.3681406173,3844.36493548914,101992.547764168,31098.4763932023,65572.2729397681,14986.4889367957,3935.88826392291,3638.28777070064,43011.6079683489,119893.16649851
917,4585.37141097009,689.254951596112,160.066806681661,19.9914199170592,1942.17704718488,1773.88118559038,11515.1142071383,5352.8573304,6.81889299284555,17.2793017444146,6138.15868200108,-6929.74279616825
544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
941,35586.5759422259,2619.4385,14167.104,437.4515,14848.0526,3514.52934222594,51052.2644795899,15278.1254,7566.3298,262.4709,27945.3383795899,-15465.688537364
446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
666,1084.39745165182,0,NA,NA,243.344087632313,841.053364019508,1023.76308107362,0,NA,NA,1023.76308107362,60.634370578201
668,674.710217294844,NA,34.0294251306521,NA,103.48132412,537.199468044192,1047.88341637038,135.263845084835,NA,NA,912.619571285541,-373.173199075532
672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
946,31107.4662109539,4848.206458,10458.379642,162.384105,13036.518504,2601.97750195389,48611.8614513916,16837.286874,12065.081026,46.675548,19662.8180033916,-17504.3952404377
137,11461517.828136,6069426.27160422,3781963.77905043,223963.487820427,1385189.98438376,974.30527711114,11435169.0250691,5296198.68850774,4895240.12655487,225517.256263735,1018212.95374277,26348.8030668337
962,5451.08166766724,855.870683419518,269.021522618769,NA,1571.3404276914,2754.84903393755,11329.1630041322,5683.93232078893,1435.90252791113,NA,4209.32815543212,-5878.08133646494
674,3944.95055720341,447.370369799017,12.0064875714619,0,2353.02480299219,1132.54889684075,9637.49030704717,5461.1556847965,0.467877281498103,0,4175.86674496915,-5692.53974984377
676,1014.029687456,15.5026834747932,0.12324418940554,NA,391.284986027002,607.118773764804,3498.20149444164,1147.5561673933,16.0796640525697,NA,2334.56566299577,-2484.17180698564
548,385686.342775817,150130.667468868,72967.4985084128,3263.60216224476,64836.3113988787,94488.2632374131,370037.979690459,146145.273735198,141249.570565013,2485.91919904592,80157.2161912015,15648.3630853579
556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,238907.499656447,77415.15917877,113130.63391227,1627.10401655,46057.40014816,677.2024006974,234050.173415058,182024.1446886,3868.52243947,693.102373,47464.4039139878,4857.32624138958
867,164.87302819832,NA,44.7158,NA,115.6352,4.52202819832,283.87232984407,184.9487,NA,NA,98.92372984407,-118.99930164575
682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
684,434384.81227545,234419.482311907,110673.922038539,29151.9323745283,55172.2988828134,4967.17666766207,416994.573859352,283327.066572989,31568.3100019161,24510.0124687241,77589.1848157221,17390.2384160983
273,557883.822304644,212281.995861735,44934.9032338624,274.785718691407,122368.797961883,178023.339528471,1088823.60489297,536616.64723822,448470.876992106,0,103736.080662643,-530939.782588326
868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
921,5289.61053794393,247.07,5.09,4,2827.52,2205.93053794393,7602.81382472683,3041.32,90.84,4.29,4466.36382472683,-2313.2032867829
948,4316.91416306518,455.242604473893,280.049239418052,100.205778978986,2177.56149946347,1303.86534233764,33662.3975187762,16277.4895555124,3631.16437559177,115.659175831657,13638.0844118404,-29345.483355711
943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,129.679757272235,0,32.4300532927798,0,47.8946299053811,49.3550740740741,59.4584446637663,24.5857936627169,0.0399286663041433,0,34.8327223347453,70.2213126084685
686,38289.432393208,5203.34786053883,1761.53922345483,111.776941362916,5848.20721077655,25364.5611570749,104516.851087669,54784.2223446109,10722.1176703645,106.566957210776,38903.9441154825,-66227.4186944608
688,8570.82521207921,8.40626079220735,33.2629071855337,0,6520.65119204963,2008.50485205184,54385.2260194868,35732.7631890144,548.200175690361,0,18104.2626547821,-45814.4008074077
518,9508.47540193614,0,3.68324125230203e-05,0,4591.81239779006,4916.66296731367,22890.6704803928,11121.4166850829,0,0,11769.2537953099,-13382.1950784567
728,10093.4164179458,749.85888424429,4619.99341249572,4.55182748028288,2907.11654350244,1811.8957502231,10368.8826934027,4940.38047511918,1542.43871900647,9.90941613849141,3876.15408313855,-275.466275456854
558,10244.4740199243,NA,NA,NA,1378.54472924238,8865.92929068191,5938.64703302062,1343.25240740741,NA,NA,4595.39462561322,4305.82698690369
138,8991534.24030854,5573999.6343,1746821.8429,403006.6743,1231564.0596,36142.0292085387,8523315.90784309,4509818.2219,2452270.8892,315856.8486,1245369.94814309,468218.332465447
353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,168401.038859067,23771.16577242,84799.6655285346,18425.1968503937,23596.9618841893,17808.4278911901,278508.814716745,77487.9799317121,131872.343390705,19537.314472859,49611.8737370218,-110107.775857678
278,4719.5824010017,560.2,202,NA,1661.12887119944,2296.25352980227,20636.1266069265,9933,69.6,NA,10633.5266069265,-15916.5442059248
692,2008.31968877879,181.079897066424,417.029392179671,0,223.904504345559,1186.30589518713,9054.72224816267,4528.16281381402,601.958034916923,0,3924.60139943173,-7046.40255938389
694,139985.759366418,12977.8752507682,25145.6140356758,0,74670.2640713859,27192.0060085883,194610.020319357,94029.7359927243,63773.1594626705,0,36807.1248726891,-54624.2609616657
142,1537778.11564263,222308.004640371,1060177.7262181,0,194847.215777262,60445.1690069033,802956.966072269,191175.174013921,354726.450116009,0,257055.341942338,734821.149570365
449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,32352.795352235,1946.81453963418,359.075710496496,22.1618559400637,7967.17556326746,22057.5676828968,122259.805927948,41999.4091983828,13178.3586930073,4.69751897302225,67077.3405175851,-89907.0105757133
565,588.791824532494,NA,335.767151,NA,249.004566246884,4.02010728561,476.771248726348,392.456983978018,NA,NA,84.3142647483302,112.020575806146
283,82183.0412036793,10745.8,12183.6,34.3,54474.7,4744.64120367933,126221.347831238,50632,15960.8,223,59405.5478312382,-44038.3066275589
853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,12478.1199168355,592.9081122,3.8,0,4736.94439985333,7144.46740478218,21133.3878105692,5898.3919278,2980,0,12254.9958827692,-8655.26789373366
293,109499.372901898,4254.91405374867,30575.2422314253,0,12931.7694712527,61737.4471454712,185587.380711005,91480.4146896165,49899.1393242853,0,44207.8266971038,-76088.0078091078
566,161259.406881733,43886.9581183325,14355.6077985402,298.581631059307,22026.9079250626,80691.3514087379,189252.488832461,64507.4628505665,74838.3319307931,210.494321963646,49696.1997291378,-27993.0819507285
964,246424.825629932,63965,27207,3464,37408,114380.825629932,520623.866271769,225312,144681,4934,145696.866271769,-274199.040641837
182,353018.611264407,90754.8477,125964.95,3964.4701,107203.0241,25131.3193644072,560263.633316802,151397.2207,125574.933,4195.318,279096.161616802,-207245.022052395
453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
968,65777.1562671571,5986.80082727209,3337.67108962889,6.27425464178654,16446.9128343364,39999.4972612779,152923.787721339,79206.8877373179,24158.9013082983,3.71807682476239,49554.2805988979,-87146.6314541818
922,1232496.03895608,418034.45,72060.18,6856.53,357806.81,377738.068956084,1021404.15435027,477670.01,215960.3,6455.01,321318.834350272,211091.884605812
714,1515.17285382573,62.6886467048784,22.27,0,326.38,1103.83420712085,5343.19130259854,2071.6,118.16,0,3153.43130259854,-3828.0184487728
862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716,187.83799527019,3.47887351416116,15.06,0,108.806196978,60.492924778029,794.854417053788,428.763589884034,3.47690734200853,0,362.613919827746,-607.016421783598
456,939433.324462475,73972.9001666667,199497.044256528,NA,130166.217953441,535797.16208584,342162.592794963,231502.306666667,49329.712,NA,61330.5741282955,597270.731667515
722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
942,21924.3788924466,3039.93800739508,322.093312351593,10.121810695034,7795.51992833601,10756.705833669,58688.500987538,30384.743288745,7312.22474680457,1.08165049776722,20990.4513014907,-36764.1220950914
718,3713.30737320877,889.504327716323,1111.06174071665,NA,1189.38446473237,523.35684004343,4049.79069614665,2470.43878381225,233.66997609824,NA,1345.68193623616,-336.483322937871
724,842.141028117428,NA,33.3945826541349,NA,307.644363721963,501.10208174133,2069.53137022494,843.231549441128,NA,NA,1226.29982078381,-1227.39034210751
576,3150386.43434972,744812.901887575,1028623.66037475,92242.6190970062,1038386.36520777,246320.887782618,2483717.60810156,1123262.4628362,188758.763741962,89719.0071216207,1081977.37440178,666668.826248157
352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
936,65049.883548605,15615.8116055,28007.54241,493.7183039,18041.2672448,2891.543984405,122089.735977733,60577.672342,29403.38163,447.4833697,31661.1986360327,-57039.8534832277
961,44964.8434402485,8187.0218276,17623.5453345,1229.0184081,17181.6381538,743.61866214849,60626.7442967672,15807.4765003,22598.5368323,146.9605138,22073.7715044672,-15661.9008565187
813,639.963485652903,50.5132173643129,15.403964,NA,60.31348751212,513.73281677647,684.662843534101,537.884932466002,NA,NA,146.7779110681,-44.6993578811985
726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,423405.223683562,175636.068676491,154926.28494386,7558.9446415457,38056.1878628663,47227.7375588003,401183.331508397,135453.525717146,204650.607075915,7661.46977043286,53417.7289449035,22221.8921751652
733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,1857023.8698227,666990.2078,550584.8907,108948.6137,467355.2629,63145.9488226992,2863209.75140563,710102.8978,1094853.6142,115384.9483,942869.345205629,-1006185.88158293
524,10266.0600798184,1219.09817539234,0.10852194259012,NA,3027.79465017935,6019.05873230411,54857.4301899613,9844.6237178862,13683.8855993823,NA,31328.9208726928,-44591.3701101429
361,1592.48144087333,21.591724517037,399.840063506878,0,850.510057549004,320.539595300417,2504.9178605846,1546.96474451735,50.6012582658385,0,907.351857801404,-912.436419711259
362,1313.47030931284,294.662488162963,239.8621941,0,473.425407122959,305.520219926921,2148.74628695526,907.353925993752,293.101474667222,0,948.290886294281,-835.275977642415
364,564.132834747507,78.3309363259259,71.404847637037,0,222.140151287314,192.256899497231,1776.29998597335,1189.06193569992,3.79444777777778,0,583.443602495644,-1212.16715122584
732,3442.66747813509,NA,93.4474052315026,NA,3133.52188878465,215.698184118938,82220.1297611889,25467.4572486374,293.375121583038,NA,56459.2973909684,-78777.4622830538
366,1683.81807683483,120.144996,93.3410388903998,NA,1089.28144906707,381.050592877358,4489.58873476188,1903.63373334584,550,NA,2035.95500141604,-2805.77065792705
144,1420845.86509529,469995.255015338,504870.561232372,53947.9375868994,332354.615876939,59677.4953837418,1396484.7615235,397825.6935402,707600.582639977,40109.4656926574,250949.019650669,24361.1035717877
146,4476078.98836699,1590355.84221656,1263376.45064247,111241.539642133,831485.188266779,679619.967599055,3705556.05706787,1378924.92334974,1045615.0619693,110474.398431708,1170541.67331712,770522.931299123
463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
923,949.090073188759,0,0.8,NA,295.472022707397,652.818050481362,6095.85862284353,2449.18073,86.43483,NA,3560.24306284353,-5146.76854965477
738,6255.90850786564,0,4.99761273816183,0,1904.47836883614,4346.43252629133,31916.8443510773,12839.164290068,170.771750937244,0,18906.9083100721,-25660.9358432117
578,382435.678104394,95236.3084300293,38657.971007477,3598.28609711391,73089.8747124862,171853.237857287,414791.790118127,199099.767902247,126503.509266271,2505.3745800797,86683.1383695286,-32356.1120137332
537,17108.6763070837,111.6667,15844.327,NA,871.7287,280.95390708367,508.48845856164,345.6561,6.75,NA,156.08245856164,16600.187848522
742,4989.6248156359,3386.82861744749,907.840690280004,0,647.016966458168,47.9385414502379,7774.75134211775,2373.85659098386,1795.56976249968,0,3605.32498863421,-2785.12652648185
